epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,987.58,1.02612,0.77386,1.07483,0.47882,0.37968,0.35559,0.23716,1.13744,0.80783,1.19497,0.00035275,0.00035275,0.00035275
46,1007.93,0.99733,0.76324,1.07294,0.48249,0.40883,0.37479,0.24857,1.19699,0.85557,1.22355,0.000346563,0.000346563,0.000346563
47,1030.15,0.99474,0.75074,1.07497,0.35413,0.43006,0.37764,0.25232,1.21389,0.88141,1.2324,0.000340375,0.000340375,0.000340375
48,1050.91,0.99795,0.732,1.07255,0.38855,0.39978,0.36763,0.24893,1.17067,0.86272,1.20366,0.000334188,0.000334188,0.000334188
49,1072.67,0.99253,0.74867,1.06754,0.49811,0.38903,0.38937,0.25999,1.14853,0.82746,1.19514,0.000328,0.000328,0.000328
50,1093.19,0.98738,0.7291,1.07328,0.58043,0.41408,0.39822,0.26419,1.15483,0.80527,1.21293,0.000321812,0.000321812,0.000321812
51,1115.22,0.97402,0.73066,1.053,0.51378,0.41076,0.39944,0.26959,1.15662,0.79755,1.19966,0.000315625,0.000315625,0.000315625
52,1135.56,0.98269,0.71528,1.06032,0.40303,0.37459,0.38411,0.25637,1.13776,0.7679,1.19361,0.000309437,0.000309437,0.000309437
53,1157.82,0.968,0.70558,1.06008,0.42351,0.42018,0.4199,0.28232,1.1316,0.76424,1.20387,0.00030325,0.00030325,0.00030325
54,1178.94,0.93662,0.70056,1.0414,0.37138,0.40068,0.37005,0.24757,1.12985,0.8155,1.1961,0.000297063,0.000297063,0.000297063
55,1200.6,0.99237,0.6997,1.07173,0.34321,0.4914,0.38554,0.26048,1.13113,0.83596,1.1803,0.000290875,0.000290875,0.000290875
56,1221.78,0.955,0.69155,1.04303,0.38448,0.43106,0.37901,0.25492,1.15575,0.81795,1.20825,0.000284688,0.000284688,0.000284688
57,1243.39,0.95527,0.67946,1.04599,0.38344,0.42545,0.38565,0.25872,1.12096,0.78287,1.18599,0.0002785,0.0002785,0.0002785
58,1264.07,0.94139,0.69325,1.03505,0.46876,0.4107,0.40935,0.27728,1.14328,0.77392,1.19545,0.000272313,0.000272313,0.000272313
59,1286.12,0.93758,0.66261,1.0566,0.38329,0.48302,0.40971,0.27968,1.14514,0.82134,1.19844,0.000266125,0.000266125,0.000266125
60,1306.35,0.93657,0.67838,1.03921,0.39042,0.44072,0.40121,0.27184,1.14469,0.83213,1.19421,0.000259938,0.000259938,0.000259938
61,1327.81,0.95488,0.66958,1.05915,0.39171,0.4524,0.41857,0.2937,1.12834,0.75557,1.18987,0.00025375,0.00025375,0.00025375
62,1348.51,0.94067,0.65634,1.0436,0.4497,0.39965,0.40048,0.27763,1.12626,0.79672,1.18944,0.000247563,0.000247563,0.000247563
63,1370.29,0.93495,0.65683,1.03259,0.42994,0.38575,0.39409,0.26901,1.11497,0.83331,1.19047,0.000241375,0.000241375,0.000241375
64,1390.94,0.95024,0.66722,1.04401,0.36684,0.45524,0.37569,0.25501,1.11581,0.83599,1.17857,0.000235188,0.000235188,0.000235188
65,1413.26,0.9305,0.64487,1.04136,0.35003,0.50175,0.40174,0.27589,1.14192,0.8041,1.19511,0.000229,0.000229,0.000229
66,1433.7,0.91928,0.63954,1.0355,0.46987,0.44264,0.40368,0.27306,1.1399,0.79758,1.21062,0.000222813,0.000222813,0.000222813
67,1455.69,0.91908,0.65958,1.02937,0.33328,0.51057,0.41312,0.27964,1.14274,0.85036,1.20238,0.000216625,0.000216625,0.000216625
68,1477,0.92596,0.65227,1.02474,0.39822,0.44868,0.37836,0.26075,1.12955,0.80602,1.20505,0.000210437,0.000210437,0.000210437
69,1498.96,0.9132,0.63427,1.02931,0.3623,0.44244,0.3847,0.2631,1.13625,0.84919,1.19426,0.00020425,0.00020425,0.00020425
70,1520.74,0.90992,0.63694,1.03349,0.47446,0.41617,0.38229,0.25602,1.1377,0.81605,1.20123,0.000198063,0.000198063,0.000198063
71,1542.51,0.89999,0.62668,1.02985,0.41823,0.40035,0.39918,0.27455,1.12305,0.81827,1.19729,0.000191875,0.000191875,0.000191875
72,1564.55,0.90197,0.61182,1.0336,0.49384,0.44402,0.40377,0.26945,1.11737,0.80686,1.19589,0.000185688,0.000185688,0.000185688
73,1585.41,0.8907,0.62345,1.0263,0.39519,0.42708,0.40011,0.27332,1.14338,0.82901,1.20207,0.0001795,0.0001795,0.0001795
74,1607.03,0.91993,0.63789,1.03059,0.3651,0.54635,0.41365,0.28553,1.14398,0.7889,1.20057,0.000173313,0.000173313,0.000173313
75,1627.82,0.90563,0.62768,1.03112,0.35346,0.58877,0.42087,0.29136,1.13075,0.78454,1.19808,0.000167125,0.000167125,0.000167125
76,1650.07,0.88815,0.61004,1.01076,0.39718,0.44167,0.41769,0.28691,1.12453,0.79679,1.20078,0.000160938,0.000160938,0.000160938
77,1671.2,0.88597,0.59791,1.01712,0.53213,0.42107,0.41311,0.28761,1.13122,0.7864,1.19122,0.00015475,0.00015475,0.00015475
78,1693.17,0.88942,0.60794,1.03301,0.39788,0.45647,0.43354,0.29631,1.14032,0.80751,1.1993,0.000148563,0.000148563,0.000148563
79,1714.18,0.87305,0.58698,1.0174,0.44784,0.39994,0.40917,0.27843,1.13047,0.80015,1.20033,0.000142375,0.000142375,0.000142375
80,1736.15,0.89634,0.5895,1.02021,0.38065,0.45107,0.40168,0.27566,1.13254,0.83464,1.20264,0.000136187,0.000136187,0.000136187
81,1756.83,0.86402,0.58865,1.01587,0.50763,0.42532,0.41411,0.28703,1.12175,0.81233,1.19957,0.00013,0.00013,0.00013
82,1778.9,0.8703,0.5817,1.00925,0.34303,0.61216,0.4487,0.31327,1.13092,0.78076,1.20399,0.000123812,0.000123812,0.000123812
83,1799.48,0.85724,0.58102,1.00425,0.40146,0.43123,0.40439,0.27501,1.13546,0.79707,1.21318,0.000117625,0.000117625,0.000117625
84,1821.35,0.85516,0.58054,1.00178,0.37117,0.57835,0.44096,0.3067,1.12529,0.80387,1.20292,0.000111438,0.000111438,0.000111438
85,1841.85,0.84889,0.56782,1.00546,0.39143,0.45801,0.40979,0.2824,1.1265,0.82729,1.20791,0.00010525,0.00010525,0.00010525
86,1864.24,0.86717,0.57709,1.01421,0.39712,0.57954,0.44666,0.31319,1.12471,0.80491,1.1976,9.90625e-05,9.90625e-05,9.90625e-05
87,1885.35,0.85862,0.57941,1.00088,0.46539,0.52741,0.4821,0.34721,1.11561,0.81047,1.20125,9.2875e-05,9.2875e-05,9.2875e-05
88,1907.49,0.83626,0.56553,0.99727,0.48088,0.52317,0.48361,0.3508,1.12207,0.80899,1.20991,8.66875e-05,8.66875e-05,8.66875e-05
89,1928.06,0.82839,0.55543,0.9979,0.35554,0.59712,0.41773,0.28786,1.12515,0.82137,1.20358,8.05e-05,8.05e-05,8.05e-05
90,1950.13,0.84769,0.56745,0.99933,0.51621,0.43049,0.40941,0.28352,1.12808,0.80611,1.20635,7.43125e-05,7.43125e-05,7.43125e-05
91,1974.12,0.8285,0.54091,0.97373,0.53314,0.391,0.41125,0.28067,1.13328,0.81325,1.21847,6.8125e-05,6.8125e-05,6.8125e-05
92,1994.47,0.83594,0.53656,0.98091,0.52496,0.40998,0.41963,0.28909,1.12097,0.79826,1.21376,6.19375e-05,6.19375e-05,6.19375e-05
93,2014.67,0.82268,0.51877,0.97441,0.37538,0.56846,0.4261,0.29492,1.12209,0.79821,1.21204,5.575e-05,5.575e-05,5.575e-05
94,2035.71,0.81585,0.5163,0.97662,0.39738,0.54491,0.43409,0.30385,1.11501,0.81764,1.21103,4.95625e-05,4.95625e-05,4.95625e-05
95,2055.91,0.80638,0.50351,0.96498,0.35705,0.58917,0.42385,0.29297,1.1212,0.81726,1.212,4.3375e-05,4.3375e-05,4.3375e-05
96,2076.82,0.80113,0.50656,0.96235,0.54365,0.3975,0.42187,0.29337,1.12128,0.82288,1.21364,3.71875e-05,3.71875e-05,3.71875e-05
97,2096.52,0.80459,0.51161,0.97589,0.44773,0.41233,0.41719,0.2872,1.11567,0.81488,1.21586,3.1e-05,3.1e-05,3.1e-05
98,2117.59,0.78942,0.49574,0.95899,0.44181,0.4163,0.42154,0.29136,1.11239,0.80982,1.21209,2.48125e-05,2.48125e-05,2.48125e-05
99,2136.99,0.78504,0.49617,0.96327,0.36573,0.57835,0.43462,0.30428,1.11995,0.81078,1.21566,1.8625e-05,1.8625e-05,1.8625e-05
100,2158.98,0.79387,0.49423,0.95951,0.53463,0.40692,0.42692,0.29632,1.12186,0.8098,1.21788,1.24375e-05,1.24375e-05,1.24375e-05
