timestamp,phase,signal_state,green_duration,WEST,EAST,NORTH,SOUTH,CENTER,wait_W,wait_E,wait_N,wait_S,vehicles_passed,avg_wait
2026-04-08_13-24-52,EW,ALL_RED,3,4,6,0,0,0,0.00,0.00,0.00,0.00,245,26.66
2026-04-08_13-24-56,NS,GREEN,10,4,5,0,0,0,0.00,0.00,0.00,0.00,245,25.31
2026-04-08_13-25-02,NS,YELLOW,3,4,5,0,0,0,24.73,31.26,0.00,0.00,245,26.11
2026-04-08_13-25-05,NS,ALL_RED,3,4,5,0,0,0,38.65,50.49,0.00,0.00,245,27.89
2026-04-08_13-25-08,EW,GREEN,19,4,5,0,0,0,51.01,65.94,0.00,0.00,245,31.58
2026-04-08_13-25-40,EW,YELLOW,3,0,0,2,4,0,0.00,0.00,7.70,50.76,395,30.91
2026-04-08_13-25-44,EW,ALL_RED,3,0,0,3,4,0,0.00,0.00,18.07,63.12,395,32.01
2026-04-08_13-25-47,NS,GREEN,24,0,0,4,4,0,0.00,0.00,29.09,75.73,395,34.64
2026-04-08_13-26-27,NS,YELLOW,3,0,0,3,4,0,0.00,0.00,0.00,0.00,660,30.75
2026-04-08_13-26-30,NS,ALL_RED,3,0,0,4,4,0,0.00,0.00,0.00,0.00,660,30.30
2026-04-08_13-26-34,EW,GREEN,10,0,0,3,4,0,0.00,0.00,0.00,0.00,660,29.72
2026-04-08_13-26-40,EW,YELLOW,3,0,0,3,4,0,0.00,0.00,22.02,26.66,660,29.47
2026-04-08_13-26-44,EW,ALL_RED,3,0,0,3,4,0,0.00,0.00,32.94,39.72,660,29.97
2026-04-08_13-26-47,NS,GREEN,23,0,0,3,4,0,0.00,0.00,43.14,52.54,660,31.32
2026-04-08_13-56-22,NS,GREEN,29,0,0,3,4,0,0.00,0.00,0.00,0.00,0,0.00
2026-04-08_13-56-51,NS,YELLOW,3,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.00
2026-04-08_13-56-55,NS,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.00
2026-04-08_13-56-58,EW,GREEN,10,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.00
2026-04-08_13-57-04,EW,YELLOW,3,0,0,1,4,1,0.00,0.00,5.08,13.09,0,1.33
2026-04-08_13-57-08,EW,ALL_RED,3,0,0,1,4,1,0.00,0.00,8.39,26.31,0,2.33
2026-04-08_13-57-11,NS,GREEN,10,0,0,1,3,1,0.00,0.00,11.52,35.70,0,3.41
2026-04-08_13-57-39,NS,YELLOW,3,0,0,1,3,1,0.00,0.00,0.00,0.00,92,6.38
2026-04-08_13-57-42,NS,ALL_RED,3,0,0,1,3,1,0.00,0.00,0.00,0.00,92,6.10
2026-04-08_13-57-45,EW,GREEN,10,0,0,1,3,1,0.00,0.00,0.00,0.00,92,5.79
2026-04-08_13-57-52,EW,YELLOW,3,0,0,1,3,1,0.00,0.00,6.91,20.72,92,6.40
2026-04-08_13-57-55,EW,ALL_RED,3,0,0,1,3,1,0.00,0.00,10.14,30.42,92,6.81
2026-04-08_13-57-58,NS,GREEN,24,0,0,1,4,1,0.00,0.00,13.22,41.10,92,8.62
2026-04-08_13-58-39,NS,YELLOW,3,0,0,0,4,0,0.00,0.00,0.36,0.00,227,8.75
2026-04-08_13-58-42,NS,ALL_RED,3,0,0,0,4,0,0.00,0.00,0.36,0.00,227,8.55
2026-04-08_13-58-46,EW,GREEN,10,0,0,0,4,0,0.00,0.00,0.36,0.00,227,8.31
2026-04-08_13-58-54,EW,YELLOW,3,0,0,0,4,0,0.00,0.00,0.36,34.14,227,8.57
2026-04-08_13-58-57,EW,ALL_RED,3,0,0,0,4,0,0.00,0.00,0.36,46.24,227,9.23
2026-04-08_13-59-00,NS,GREEN,10,0,0,0,4,0,0.00,0.00,0.36,59.09,227,10.48
2026-04-08_13-59-10,NS,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,13.13
2026-04-08_13-59-13,NS,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,14.21
2026-04-08_13-59-17,EW,GREEN,12,0,0,0,0,0,0.00,0.00,0.36,57.78,227,15.23
2026-04-08_13-59-29,EW,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,18.03
2026-04-08_13-59-32,EW,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,18.96
2026-04-08_13-59-35,NS,GREEN,10,0,0,0,0,0,0.00,0.00,0.36,57.78,227,19.85
2026-04-08_13-59-45,NS,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,21.51
2026-04-08_13-59-48,NS,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,22.23
2026-04-08_13-59-54,EW,GREEN,12,0,0,0,0,0,0.00,0.00,0.36,57.78,227,22.92
2026-04-08_14-00-06,EW,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,25.31
2026-04-08_14-00-10,EW,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,57.78,227,25.42
2026-04-08_14-00-13,NS,GREEN,10,0,0,0,0,0,0.00,0.00,0.36,57.78,227,25.94
2026-04-08_14-00-24,NS,YELLOW,3,0,0,0,4,0,0.00,0.00,0.36,26.01,249,27.05
2026-04-08_14-00-28,NS,ALL_RED,3,0,0,0,4,0,0.00,0.00,0.36,13.52,249,26.92
2026-04-08_14-00-31,EW,GREEN,10,0,0,0,4,0,0.00,0.00,0.36,0.54,249,26.57
2026-04-08_14-00-39,EW,YELLOW,3,0,0,0,2,0,0.00,0.00,0.36,28.10,249,26.17
2026-04-08_14-00-42,EW,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.20
2026-04-08_14-00-45,NS,GREEN,10,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.23
2026-04-08_14-00-55,NS,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.31
2026-04-08_14-00-58,NS,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.34
2026-04-08_14-01-02,EW,GREEN,12,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.37
2026-04-08_14-01-14,EW,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.44
2026-04-08_14-01-17,EW,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.47
2026-04-08_14-01-20,NS,GREEN,10,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.49
2026-04-08_14-01-30,NS,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.57
2026-04-08_14-01-35,NS,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.59
2026-04-08_14-01-38,EW,GREEN,12,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.60
2026-04-08_14-01-50,EW,YELLOW,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.68
2026-04-08_14-01-53,EW,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.70
2026-04-08_14-01-57,NS,GREEN,10,0,0,0,0,0,0.00,0.00,0.36,28.10,249,26.72
2026-04-08_14-24-13,NS,GREEN,10,1,0,2,0,0,0.47,0.00,0.00,0.00,0,0.24
2026-04-08_14-24-23,NS,YELLOW,3,0,0,0,0,0,0.78,0.00,0.00,0.00,0,0.74
2026-04-08_14-24-26,NS,ALL_RED,3,0,0,0,0,0,0.78,0.00,0.00,0.00,0,0.75
2026-04-08_14-24-29,EW,GREEN,10,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.75
2026-04-08_14-24-40,EW,YELLOW,3,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.46
2026-04-08_14-24-44,EW,ALL_RED,3,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.41
2026-04-08_14-24-48,NS,GREEN,10,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.38
2026-04-08_14-57-51,NS,GREEN,10,0,0,0,2,2,0.00,0.00,0.00,0.00,0,0.00
2026-04-08_14-58-01,NS,YELLOW,3,0,0,0,2,2,0.00,0.00,0.00,0.00,16,0.00
2026-04-08_14-58-04,NS,ALL_RED,3,0,0,0,2,2,0.00,0.00,0.00,0.00,16,0.00
2026-04-08_14-58-07,EW,GREEN,10,0,0,0,2,2,0.00,0.00,0.00,0.00,16,0.00
2026-04-08_14-58-43,NS,GREEN,10,0,0,1,1,2,0.00,0.00,0.00,0.00,0,0.00
2026-04-08_14-58-55,NS,YELLOW,3,0,0,1,1,2,0.00,0.00,0.00,0.00,23,0.00
2026-04-08_14-59-00,NS,ALL_RED,3,0,0,1,1,2,0.00,0.00,0.00,0.00,23,0.00
2026-04-08_14-59-03,EW,GREEN,10,0,0,1,1,2,0.00,0.00,0.00,0.00,23,0.00
2026-04-08_14-59-13,EW,YELLOW,3,0,0,2,1,2,0.00,0.00,11.27,10.19,23,3.51
2026-04-08_14-59-16,EW,ALL_RED,3,0,0,2,1,2,0.00,0.00,17.58,13.34,23,4.09
2026-04-08_14-59-19,NS,GREEN,10,0,0,2,1,2,0.00,0.00,0.00,0.00,23,7.25
2026-04-08_14-59-45,NS,YELLOW,3,0,0,3,1,2,0.00,0.00,0.00,0.00,97,4.29
2026-04-08_14-59-48,NS,ALL_RED,3,0,0,3,1,2,0.00,0.00,0.00,0.00,97,4.05
2026-04-08_14-59-52,EW,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,97,3.84
2026-04-08_14-59-59,EW,YELLOW,3,0,0,3,1,2,0.00,0.00,21.50,7.17,97,4.53
2026-04-08_15-00-02,EW,ALL_RED,3,0,0,3,1,2,0.00,0.00,30.87,10.29,97,5.27
2026-04-08_15-00-05,NS,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,97,7.06
2026-04-08_15-00-31,NS,YELLOW,3,0,0,3,1,2,0.00,0.00,0.00,0.00,185,5.27
2026-04-08_15-00-34,NS,ALL_RED,3,0,0,3,1,2,0.00,0.00,0.00,0.00,185,5.11
2026-04-08_15-00-37,EW,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,185,4.96
2026-04-08_15-00-43,EW,YELLOW,3,0,0,3,1,2,0.00,0.00,18.26,6.09,185,5.38
2026-04-08_15-00-46,EW,ALL_RED,3,0,0,3,1,2,0.00,0.00,27.54,9.18,185,6.08
2026-04-08_15-00-50,NS,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,185,7.07
2026-04-08_15-01-16,NS,YELLOW,3,0,0,3,1,2,0.00,0.00,0.00,0.00,277,5.79
2026-04-08_15-01-19,NS,ALL_RED,3,0,0,3,1,2,0.00,0.00,0.00,0.00,277,5.66
2026-04-08_15-01-22,EW,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,277,5.55
2026-04-08_15-01-28,EW,YELLOW,3,0,0,3,1,2,0.00,0.00,18.18,6.06,277,5.81
2026-04-08_15-01-31,EW,ALL_RED,3,0,0,3,1,2,0.00,0.00,27.72,9.24,277,6.31
2026-04-08_15-01-34,NS,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,277,7.03
2026-04-08_15-02-01,NS,YELLOW,3,0,0,3,1,2,0.00,0.00,0.00,0.00,369,6.06
2026-04-08_15-02-04,NS,ALL_RED,3,0,0,3,1,2,0.00,0.00,0.00,0.00,369,5.96
2026-04-08_15-02-07,EW,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,369,5.85
2026-04-08_15-02-13,EW,YELLOW,3,0,0,3,1,2,0.00,0.00,18.59,6.20,369,6.09
2026-04-08_15-02-16,EW,ALL_RED,3,0,0,3,1,2,0.00,0.00,28.01,9.34,369,6.18
2026-04-08_15-02-19,NS,GREEN,10,0,0,3,1,2,0.00,0.00,0.00,0.00,369,6.80
