epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,1869.11,0.94805,0.61428,1.00244,0.83777,0.84734,0.88392,0.62018,1.01706,0.58007,1.17995,0.001307,0.001307,0.001307
37,1923.09,0.9386,0.60641,0.9897,0.83403,0.84471,0.88405,0.62732,1.00228,0.57376,1.14809,0.0012872,0.0012872,0.0012872
38,1976.86,0.92169,0.59564,0.98935,0.84135,0.85091,0.88628,0.63273,0.99878,0.55912,1.15222,0.0012674,0.0012674,0.0012674
39,2029.14,0.9142,0.58823,0.98954,0.84116,0.84286,0.8867,0.62428,1.01892,0.56311,1.16088,0.0012476,0.0012476,0.0012476
40,2082.79,0.91191,0.59385,0.98374,0.8361,0.84,0.88067,0.62055,1.001,0.56843,1.1612,0.0012278,0.0012278,0.0012278
41,2136.14,0.92417,0.60002,0.99091,0.83658,0.85128,0.88685,0.63333,0.99758,0.56484,1.14344,0.001208,0.001208,0.001208
42,2188.96,0.91206,0.59468,0.99201,0.84039,0.85218,0.88965,0.63196,1.00939,0.56648,1.171,0.0011882,0.0011882,0.0011882
43,2241.07,0.92028,0.60258,0.99104,0.84643,0.84497,0.88762,0.63318,1.00163,0.56479,1.15045,0.0011684,0.0011684,0.0011684
44,2294.8,0.90811,0.58833,0.98454,0.83109,0.85736,0.8889,0.63235,0.99006,0.55144,1.14864,0.0011486,0.0011486,0.0011486
45,2348.47,0.907,0.57647,0.98051,0.84716,0.84471,0.88566,0.63426,0.98996,0.55273,1.14969,0.0011288,0.0011288,0.0011288
46,2401.35,0.90327,0.58136,0.97951,0.83065,0.85829,0.88243,0.63306,0.99229,0.56242,1.16175,0.001109,0.001109,0.001109
47,2454.57,0.90554,0.58177,0.98393,0.83182,0.84955,0.88329,0.63333,0.99118,0.5564,1.14349,0.0010892,0.0010892,0.0010892
48,2506.85,0.9045,0.58425,0.98439,0.8426,0.85203,0.88954,0.64197,0.98739,0.54481,1.15636,0.0010694,0.0010694,0.0010694
49,2558.24,0.89827,0.57868,0.98385,0.83357,0.85781,0.8872,0.63647,0.97244,0.5541,1.14239,0.0010496,0.0010496,0.0010496
50,2608.83,0.8908,0.57341,0.9837,0.83711,0.85533,0.88849,0.63827,0.97864,0.55844,1.15946,0.0010298,0.0010298,0.0010298
51,2658.87,0.90015,0.57118,0.9775,0.83476,0.85521,0.88696,0.63718,0.97074,0.54849,1.13379,0.00101,0.00101,0.00101
52,2710.38,0.88725,0.56502,0.97786,0.83857,0.86006,0.88838,0.637,0.97645,0.54781,1.15399,0.0009902,0.0009902,0.0009902
53,2759.99,0.88748,0.56802,0.97749,0.83715,0.85587,0.88616,0.6396,0.98269,0.54291,1.13608,0.0009704,0.0009704,0.0009704
54,2811.15,0.87593,0.5639,0.97265,0.83924,0.84484,0.88711,0.63912,0.97327,0.549,1.14228,0.0009506,0.0009506,0.0009506
55,2862.04,0.88403,0.56645,0.97912,0.83755,0.84983,0.88521,0.63787,0.98779,0.55505,1.14957,0.0009308,0.0009308,0.0009308
56,2912.37,0.87859,0.55973,0.97377,0.83561,0.86033,0.88873,0.64227,0.96769,0.54655,1.13431,0.000911,0.000911,0.000911
57,2963.61,0.87813,0.5614,0.97285,0.83412,0.84752,0.88685,0.64477,0.9697,0.54455,1.13583,0.0008912,0.0008912,0.0008912
58,3013.62,0.87964,0.56098,0.97524,0.83311,0.85921,0.88607,0.64219,0.96691,0.54452,1.1445,0.0008714,0.0008714,0.0008714
59,3065.25,0.8756,0.55602,0.9714,0.83679,0.85859,0.88875,0.64652,0.96311,0.53336,1.14311,0.0008516,0.0008516,0.0008516
60,3116.56,0.86924,0.55489,0.96567,0.83913,0.85589,0.88841,0.6406,0.96269,0.54687,1.13955,0.0008318,0.0008318,0.0008318
61,3166.47,0.86964,0.55159,0.96926,0.8417,0.85029,0.8885,0.64314,0.97081,0.54853,1.15216,0.000812,0.000812,0.000812
62,3217.74,0.87745,0.55623,0.9686,0.84058,0.85474,0.89006,0.64527,0.95873,0.53189,1.14079,0.0007922,0.0007922,0.0007922
63,3268.22,0.86515,0.55021,0.96707,0.84109,0.86058,0.89453,0.64851,0.96272,0.53526,1.13656,0.0007724,0.0007724,0.0007724
64,3319,0.8651,0.54978,0.9654,0.83997,0.85085,0.89074,0.64796,0.9598,0.53699,1.13582,0.0007526,0.0007526,0.0007526
65,3370.1,0.8624,0.54934,0.96904,0.83993,0.85661,0.88801,0.64605,0.96209,0.53098,1.14234,0.0007328,0.0007328,0.0007328
66,3419.41,0.85502,0.54533,0.96487,0.83985,0.85612,0.88973,0.64617,0.96994,0.53255,1.14019,0.000713,0.000713,0.000713
67,3470.07,0.85631,0.54211,0.96758,0.84353,0.84252,0.88609,0.64429,0.98797,0.54634,1.15148,0.0006932,0.0006932,0.0006932
68,3520.55,0.85944,0.54075,0.96123,0.83703,0.85698,0.89118,0.65006,0.9615,0.53475,1.13578,0.0006734,0.0006734,0.0006734
69,3571.45,0.85135,0.53842,0.96382,0.84036,0.86095,0.89102,0.64881,0.95783,0.53605,1.13903,0.0006536,0.0006536,0.0006536
70,3622.59,0.84449,0.53141,0.95764,0.83975,0.85856,0.89519,0.65701,0.95722,0.52146,1.146,0.0006338,0.0006338,0.0006338
71,3672.75,0.84187,0.53745,0.96355,0.84332,0.85475,0.8933,0.65136,0.96085,0.52643,1.13851,0.000614,0.000614,0.000614
72,3723.12,0.83866,0.53732,0.96152,0.84368,0.85327,0.89376,0.65036,0.9511,0.52638,1.136,0.0005942,0.0005942,0.0005942
73,3774.4,0.84816,0.53352,0.96343,0.84134,0.85736,0.8925,0.64769,0.95531,0.51854,1.13856,0.0005744,0.0005744,0.0005744
74,3824.03,0.83979,0.52936,0.9584,0.84926,0.85603,0.89443,0.65563,0.94497,0.51669,1.13968,0.0005546,0.0005546,0.0005546
75,3875.21,0.8381,0.53246,0.9555,0.84482,0.85872,0.89359,0.6549,0.94135,0.5167,1.13097,0.0005348,0.0005348,0.0005348
76,3925.83,0.83167,0.52641,0.95177,0.84168,0.85654,0.89122,0.65566,0.95072,0.5234,1.13568,0.000515,0.000515,0.000515
77,3975.85,0.81616,0.52072,0.94642,0.84771,0.84682,0.89096,0.65326,0.9526,0.52776,1.14134,0.0004952,0.0004952,0.0004952
78,4026.68,0.81488,0.51345,0.95003,0.84193,0.85686,0.89103,0.6553,0.95169,0.52036,1.13699,0.0004754,0.0004754,0.0004754
79,4076.17,0.8173,0.51577,0.94877,0.8426,0.86049,0.89544,0.65619,0.94131,0.51648,1.14106,0.0004556,0.0004556,0.0004556
80,4127.17,0.82157,0.52208,0.95432,0.84001,0.85695,0.8936,0.65664,0.9483,0.51904,1.14324,0.0004358,0.0004358,0.0004358
81,4178.19,0.81749,0.51971,0.95354,0.84348,0.85418,0.89246,0.65546,0.94535,0.5175,1.1294,0.000416,0.000416,0.000416
82,4228.05,0.8185,0.51687,0.94967,0.84276,0.85219,0.89226,0.65689,0.93594,0.51904,1.13769,0.0003962,0.0003962,0.0003962
83,4279.3,0.81136,0.5124,0.94708,0.84102,0.85491,0.89126,0.65793,0.9469,0.5248,1.12797,0.0003764,0.0003764,0.0003764
84,4329.01,0.81486,0.50886,0.94743,0.83781,0.86168,0.89395,0.65969,0.93493,0.51617,1.13046,0.0003566,0.0003566,0.0003566
85,4379.89,0.81181,0.50977,0.94575,0.8367,0.86876,0.89554,0.65992,0.93308,0.50817,1.13554,0.0003368,0.0003368,0.0003368
86,4430.61,0.80513,0.50587,0.94606,0.84285,0.85959,0.89325,0.65731,0.93693,0.51085,1.13157,0.000317,0.000317,0.000317
87,4480.32,0.79897,0.5,0.94446,0.84651,0.85983,0.89233,0.65592,0.94095,0.51155,1.13383,0.0002972,0.0002972,0.0002972
88,4531.13,0.81073,0.50852,0.94973,0.84161,0.85872,0.89268,0.65794,0.93666,0.51269,1.13462,0.0002774,0.0002774,0.0002774
89,4581.83,0.8004,0.50256,0.94133,0.83959,0.86343,0.89419,0.66082,0.93526,0.50981,1.12855,0.0002576,0.0002576,0.0002576
90,4633.13,0.80024,0.50376,0.94647,0.84544,0.8555,0.89374,0.65686,0.94072,0.51547,1.13553,0.0002378,0.0002378,0.0002378
91,4684.4,0.7749,0.47519,0.92999,0.83977,0.86191,0.89428,0.65526,0.93974,0.51654,1.13866,0.000218,0.000218,0.000218
92,4733.08,0.75594,0.46702,0.92107,0.84551,0.85661,0.89421,0.6572,0.94019,0.51312,1.13459,0.0001982,0.0001982,0.0001982
93,4781.03,0.75952,0.46449,0.92249,0.83939,0.86355,0.8946,0.65876,0.93732,0.50991,1.12888,0.0001784,0.0001784,0.0001784
94,4829.45,0.75872,0.46316,0.92326,0.84269,0.86268,0.89424,0.65792,0.94176,0.51417,1.1379,0.0001586,0.0001586,0.0001586
95,4877.06,0.76066,0.46817,0.92466,0.83567,0.87049,0.8937,0.65879,0.9387,0.51259,1.13718,0.0001388,0.0001388,0.0001388
96,4926.4,0.75721,0.46155,0.92285,0.84559,0.85649,0.89367,0.66112,0.9385,0.51144,1.13684,0.000119,0.000119,0.000119
97,4974.29,0.75016,0.45844,0.92129,0.84105,0.86454,0.89507,0.6614,0.93291,0.5081,1.13943,9.92e-05,9.92e-05,9.92e-05
98,5023.32,0.7436,0.45492,0.91893,0.8423,0.86095,0.89459,0.66119,0.93329,0.51094,1.13184,7.94e-05,7.94e-05,7.94e-05
99,5070.92,0.75203,0.45919,0.92035,0.83859,0.86727,0.89545,0.66201,0.93392,0.50943,1.1325,5.96e-05,5.96e-05,5.96e-05
100,5124.42,0.74658,0.4553,0.91889,0.84103,0.86414,0.89524,0.66134,0.93324,0.51191,1.13171,3.98e-05,3.98e-05,3.98e-05
