run_name,profile,controller_mode,green_phase_name,green_phase_id,phase_flag_model,green_start_time,green_end_time,congested,obs_cars_N,obs_cars_S,obs_cars_E,obs_cars_W,obs_wait_N,obs_wait_S,obs_wait_E,obs_wait_W,pending_N,pending_S,pending_E,pending_W,pending_wait_avg_N,pending_wait_avg_S,pending_wait_avg_E,pending_wait_avg_W,ctrl_cars_N,ctrl_cars_S,ctrl_cars_E,ctrl_cars_W,ctrl_wait_N,ctrl_wait_S,ctrl_wait_E,ctrl_wait_W,ped_flag,base_green,final_green,total_inc,total_dec
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,1790.0,1814.0,1,1,1,7,6,4.00,2.00,229.00,266.00,0,0,0,42,0.00,0.00,0.00,120.12,1.00,1.00,7.00,20.70,4.00,2.00,229.00,281.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,1825.0,1865.0,1,4,3,2,0,93.00,38.00,9.00,0.00,0,0,0,40,0.00,0.00,0.00,94.08,4.00,3.00,2.00,14.00,93.00,38.00,9.00,15.00,1,27,39,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,1876.0,1900.0,1,2,0,4,5,5.00,0.00,101.00,219.00,0,0,0,49,0.00,0.00,0.00,117.12,2.00,0.00,4.00,22.15,5.00,0.00,101.00,234.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,1911.0,1951.0,1,7,2,1,1,128.00,53.00,4.00,2.00,0,0,0,49,0.00,0.00,0.00,116.00,7.00,2.00,1.00,18.15,128.00,53.00,4.00,17.00,1,27,39,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,1962.0,1986.0,1,1,1,3,3,5.00,4.00,58.00,128.00,0,0,0,57,0.00,0.00,0.00,145.82,1.00,1.00,3.00,22.95,5.00,4.00,58.00,143.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,1997.0,2037.0,1,4,4,0,1,59.00,87.00,0.00,2.00,0,0,0,51,0.00,0.00,0.00,145.39,4.00,4.00,0.00,18.85,59.00,87.00,0.00,17.00,1,27,39,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2048.0,2071.0,1,1,0,1,4,4.00,0.00,2.00,170.00,1,0,0,61,8.00,0.00,0.00,168.64,1.35,0.00,1.00,25.35,6.00,0.00,2.00,185.00,1,26,22,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2082.0,2128.0,1,9,2,1,0,154.00,29.00,4.00,0.00,0,0,0,56,0.00,0.00,0.00,163.80,9.00,2.00,1.00,19.60,154.00,29.00,4.00,15.00,1,33,45,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2139.0,2163.0,1,1,1,4,5,2.00,4.00,112.00,253.00,0,0,0,65,0.00,0.00,0.00,190.18,1.00,1.00,4.00,27.75,2.00,4.00,112.00,268.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2174.0,2219.0,1,3,10,1,1,39.00,144.00,4.00,1.00,0,0,0,60,0.00,0.00,0.00,189.05,3.00,10.00,1.00,22.00,39.00,144.00,4.00,16.00,1,32,44,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2230.0,2254.0,1,1,1,5,6,4.00,4.00,139.00,276.00,0,0,0,68,0.00,0.00,0.00,220.31,1.00,1.00,5.00,29.80,4.00,4.00,139.00,291.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2265.0,2312.0,1,4,9,1,2,90.00,174.00,3.00,4.00,0,0,0,69,0.00,0.00,0.00,210.80,4.00,9.00,1.00,26.15,90.00,174.00,3.00,19.00,1,34,46,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2323.0,2347.0,1,1,1,7,5,2.00,2.00,240.00,206.00,0,2,0,81,0.00,4.00,0.00,232.56,1.00,1.70,7.00,33.35,2.00,3.00,240.00,221.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2358.0,2403.0,1,3,11,0,2,57.00,247.00,0.00,40.00,0,4,0,67,0.00,24.00,0.00,224.78,3.00,12.40,0.00,25.45,57.00,253.00,0.00,55.00,1,32,44,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2414.0,2438.0,1,0,1,3,5,0.00,1.00,54.00,243.00,0,0,0,75,0.00,0.00,0.00,253.31,0.00,1.00,3.00,31.25,0.00,1.00,54.00,258.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2449.0,2496.0,1,5,8,0,1,96.00,204.00,0.00,1.00,0,0,0,75,0.00,0.00,0.00,250.01,5.00,8.00,0.00,27.25,96.00,204.00,0.00,16.00,1,34,46,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2507.0,2531.0,1,1,1,2,2,4.00,4.00,62.00,96.00,0,0,0,83,0.00,0.00,0.00,281.54,1.00,1.00,2.00,31.05,4.00,4.00,62.00,111.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2542.0,2588.0,1,1,3,1,0,20.00,87.00,4.00,0.00,0,0,0,78,0.00,0.00,0.00,261.68,1.00,3.00,1.00,27.30,20.00,87.00,4.00,15.00,1,33,45,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2599.0,2623.0,1,0,0,5,6,0.00,0.00,135.00,297.00,2,0,0,88,10.50,0.00,0.00,285.30,0.70,0.00,5.00,36.80,2.62,0.00,135.00,312.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2634.0,2682.0,1,10,3,3,2,194.00,44.00,7.00,6.00,0,0,0,87,0.00,0.00,0.00,290.91,10.00,3.00,3.00,32.45,194.00,44.00,7.00,21.00,1,35,47,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2693.0,2717.0,1,0,1,4,3,0.00,4.00,197.00,163.00,0,0,0,98,0.00,0.00,0.00,314.60,0.00,1.00,4.00,37.30,0.00,4.00,197.00,178.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2728.0,2773.0,1,1,1,1,0,4.00,17.00,4.00,0.00,0,0,0,94,0.00,0.00,0.00,310.40,1.00,1.00,1.00,32.90,4.00,17.00,4.00,15.00,1,32,44,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2784.0,2808.0,1,1,1,3,5,4.00,4.00,87.00,237.00,0,0,0,104,0.00,0.00,0.00,327.93,1.00,1.00,3.00,41.40,4.00,4.00,87.00,252.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2819.0,2866.0,1,6,5,2,0,106.00,110.00,29.00,0.00,0,0,0,98,0.00,0.00,0.00,304.89,6.00,5.00,2.00,34.30,106.00,110.00,29.00,15.00,1,34,46,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2877.0,2901.0,1,0,1,4,5,0.00,4.00,69.00,241.00,0,0,0,107,0.00,0.00,0.00,329.10,0.00,1.00,4.00,42.45,0.00,4.00,69.00,256.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,2912.0,2958.0,1,1,9,1,1,13.00,140.00,2.00,2.00,0,0,0,107,0.00,0.00,0.00,338.58,1.00,9.00,1.00,38.45,13.00,140.00,2.00,17.00,1,33,45,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,2969.0,2993.0,1,1,1,5,2,4.00,4.00,116.00,105.00,0,0,0,112,0.00,0.00,0.00,379.14,1.00,1.00,5.00,41.20,4.00,4.00,116.00,120.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,3004.0,3051.0,1,5,2,1,1,97.00,43.00,4.00,1.00,0,0,0,103,0.00,0.00,0.00,351.42,5.00,2.00,1.00,37.05,97.00,43.00,4.00,16.00,1,34,46,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,3062.0,3086.0,1,1,1,4,7,4.00,2.00,66.00,295.00,0,0,0,114,0.00,0.00,0.00,365.01,1.00,1.00,4.00,46.90,4.00,2.00,66.00,310.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,3097.0,3143.0,1,1,4,1,1,26.00,54.00,4.00,1.00,0,0,0,107,0.00,0.00,0.00,345.09,1.00,4.00,1.00,38.45,26.00,54.00,4.00,16.00,1,33,45,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,3154.0,3178.0,1,1,1,7,4,4.00,4.00,114.00,201.00,0,0,0,118,0.00,0.00,0.00,367.83,1.00,1.00,7.00,45.30,4.00,4.00,114.00,216.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,3189.0,3236.0,1,6,8,1,2,110.00,114.00,2.00,3.00,0,0,0,117,0.00,0.00,0.00,361.96,6.00,8.00,1.00,42.95,110.00,114.00,2.00,18.00,1,34,46,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,3247.0,3271.0,1,1,1,1,2,1.00,4.00,44.00,106.00,0,0,0,128,0.00,0.00,0.00,386.81,1.00,1.00,1.00,46.80,1.00,4.00,44.00,121.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,3282.0,3329.0,1,3,8,1,1,20.00,138.00,4.00,1.00,0,0,0,114,0.00,0.00,0.00,365.33,3.00,8.00,1.00,40.90,20.00,138.00,4.00,16.00,1,34,46,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,3340.0,3364.0,1,0,0,6,5,0.00,0.00,132.00,258.00,0,0,0,122,0.00,0.00,0.00,397.80,0.00,0.00,6.00,47.70,0.00,0.00,132.00,273.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,3375.0,3421.0,1,1,0,0,2,7.00,0.00,0.00,5.00,0,0,0,122,0.00,0.00,0.00,394.61,1.00,0.00,0.00,44.70,7.00,0.00,0.00,20.00,1,33,45,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,3432.0,3456.0,1,1,0,8,3,4.00,0.00,271.00,157.00,0,0,0,131,0.00,0.00,0.00,422.16,1.00,0.00,8.00,48.85,4.00,0.00,271.00,172.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,3467.0,3513.0,1,4,0,1,1,103.00,0.00,3.00,3.00,0,0,0,123,0.00,0.00,0.00,412.50,4.00,0.00,1.00,44.05,103.00,0.00,3.00,18.00,1,33,45,12,0
pm_peak_ai,pm_peak,ai,NS_GREEN,3,0,3524.0,3548.0,1,1,1,3,3,4.00,1.00,58.00,143.00,0,0,0,124,0.00,0.00,0.00,465.93,1.00,1.00,3.00,46.40,4.00,1.00,58.00,158.00,1,27,23,0,4
pm_peak_ai,pm_peak,ai,EW_GREEN,0,1,3559.0,3601.0,1,3,0,1,0,60.00,0.00,2.00,0.00,0,0,0,114,0.00,0.00,0.00,461.99,3.00,0.00,1.00,39.90,60.00,0.00,2.00,15.00,1,33,45,12,0
