epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,2444.75,0.89489,0.57364,0.98264,0.83961,0.85017,0.88855,0.64371,0.96776,0.55211,1.13094,0.0009308,0.0009308,0.0009308
56,2489.56,0.89227,0.57222,0.98355,0.84133,0.85494,0.89215,0.64419,0.96545,0.54116,1.13327,0.000911,0.000911,0.000911
57,2533.58,0.89083,0.56935,0.98124,0.83714,0.86066,0.88924,0.64468,0.97784,0.54376,1.14659,0.0008912,0.0008912,0.0008912
58,2577.55,0.87354,0.5585,0.97281,0.83814,0.85438,0.89201,0.64775,0.95445,0.53869,1.1358,0.0008714,0.0008714,0.0008714
59,2622.03,0.88827,0.56325,0.9808,0.83392,0.85999,0.89066,0.64524,0.96343,0.53728,1.12983,0.0008516,0.0008516,0.0008516
60,2667.36,0.8893,0.56224,0.98099,0.8338,0.85737,0.88771,0.64587,0.96534,0.53727,1.14455,0.0008318,0.0008318,0.0008318
61,2711.32,0.88197,0.55751,0.97999,0.83816,0.85046,0.88723,0.64181,0.97731,0.54348,1.14636,0.000812,0.000812,0.000812
62,2755.89,0.88639,0.56243,0.98163,0.84584,0.85066,0.88918,0.64668,0.96133,0.53514,1.13579,0.0007922,0.0007922,0.0007922
63,2800.34,0.87486,0.55746,0.97364,0.83908,0.85752,0.8912,0.64899,0.94798,0.53668,1.14111,0.0007724,0.0007724,0.0007724
64,2844.87,0.87685,0.55349,0.97863,0.8387,0.85711,0.88859,0.64958,0.95557,0.53643,1.13642,0.0007526,0.0007526,0.0007526
65,2889.84,0.86531,0.55709,0.97647,0.84186,0.85537,0.89118,0.65182,0.96264,0.54084,1.15813,0.0007328,0.0007328,0.0007328
66,2934.5,0.8646,0.54818,0.97316,0.83986,0.856,0.89074,0.64799,0.96442,0.54385,1.14127,0.000713,0.000713,0.000713
67,2979.29,0.86712,0.5553,0.97294,0.83246,0.85674,0.88845,0.64924,0.96224,0.53907,1.14703,0.0006932,0.0006932,0.0006932
68,3023.52,0.86662,0.54641,0.97548,0.83087,0.86759,0.89129,0.64793,0.96048,0.52876,1.14428,0.0006734,0.0006734,0.0006734
69,3067.75,0.85411,0.54573,0.96767,0.84304,0.8507,0.89368,0.65257,0.95631,0.52664,1.14875,0.0006536,0.0006536,0.0006536
70,3113.2,0.86783,0.54557,0.96829,0.83252,0.86124,0.89166,0.65286,0.95207,0.53381,1.13292,0.0006338,0.0006338,0.0006338
71,3157.61,0.84284,0.53675,0.96228,0.83242,0.87108,0.89238,0.65083,0.94914,0.53403,1.13619,0.000614,0.000614,0.000614
72,3202.35,0.85766,0.545,0.96904,0.84323,0.85189,0.89133,0.65099,0.9807,0.53065,1.14318,0.0005942,0.0005942,0.0005942
73,3246.84,0.84134,0.53687,0.96161,0.83164,0.86686,0.89368,0.65461,0.94499,0.52706,1.13489,0.0005744,0.0005744,0.0005744
74,3291.26,0.8512,0.53437,0.96557,0.83306,0.86615,0.89158,0.6528,0.94633,0.52439,1.13864,0.0005546,0.0005546,0.0005546
75,3336.66,0.85068,0.53371,0.96677,0.83754,0.86316,0.8915,0.65389,0.94522,0.52499,1.12525,0.0005348,0.0005348,0.0005348
76,3380.51,0.84741,0.53168,0.96472,0.84356,0.86244,0.89277,0.65582,0.95248,0.52848,1.14064,0.000515,0.000515,0.000515
77,3424.83,0.84488,0.53044,0.96489,0.84583,0.85302,0.89172,0.65404,0.94862,0.52517,1.13797,0.0004952,0.0004952,0.0004952
78,3469.38,0.84846,0.53988,0.96758,0.83946,0.86639,0.89512,0.65807,0.94636,0.52064,1.13273,0.0004754,0.0004754,0.0004754
79,3513.82,0.84072,0.53147,0.9624,0.83931,0.86415,0.89224,0.65849,0.95605,0.52264,1.13893,0.0004556,0.0004556,0.0004556
80,3559.3,0.83122,0.52616,0.96016,0.83287,0.8702,0.89358,0.65724,0.95209,0.51972,1.14548,0.0004358,0.0004358,0.0004358
81,3603.38,0.83783,0.53203,0.96635,0.83811,0.86677,0.89424,0.65563,0.94459,0.52243,1.13669,0.000416,0.000416,0.000416
82,3647.91,0.83281,0.52382,0.96159,0.84343,0.86592,0.89435,0.65513,0.94936,0.52019,1.14178,0.0003962,0.0003962,0.0003962
83,3692.24,0.82896,0.51554,0.95587,0.84234,0.86504,0.89547,0.65646,0.94479,0.51953,1.12885,0.0003764,0.0003764,0.0003764
84,3736.56,0.82166,0.5184,0.95843,0.83464,0.87012,0.89702,0.65557,0.95071,0.5218,1.13332,0.0003566,0.0003566,0.0003566
85,3781.28,0.81906,0.51688,0.95369,0.84395,0.86231,0.89462,0.65888,0.93917,0.51776,1.13637,0.0003368,0.0003368,0.0003368
86,3826.2,0.8275,0.51439,0.95759,0.83967,0.86582,0.89255,0.65703,0.94128,0.52295,1.1399,0.000317,0.000317,0.000317
87,3869.85,0.80923,0.50353,0.9477,0.84984,0.86061,0.89558,0.65837,0.94667,0.51862,1.13605,0.0002972,0.0002972,0.0002972
88,3914.53,0.8087,0.50918,0.94768,0.84407,0.86095,0.89409,0.66256,0.93705,0.51615,1.13344,0.0002774,0.0002774,0.0002774
89,3958.74,0.81559,0.51269,0.95473,0.84162,0.86479,0.89348,0.66026,0.93567,0.52194,1.13442,0.0002576,0.0002576,0.0002576
90,4002.77,0.80845,0.51022,0.95258,0.83996,0.86752,0.89446,0.65938,0.93533,0.52123,1.13321,0.0002378,0.0002378,0.0002378
91,4048.53,0.79459,0.48961,0.94104,0.84134,0.86943,0.89627,0.66171,0.93763,0.51459,1.13046,0.000218,0.000218,0.000218
92,4091.33,0.78306,0.4808,0.93769,0.84947,0.86095,0.89541,0.6598,0.94235,0.5167,1.13647,0.0001982,0.0001982,0.0001982
93,4133.76,0.77503,0.47465,0.9319,0.8466,0.86045,0.89558,0.66193,0.93775,0.50878,1.13955,0.0001784,0.0001784,0.0001784
94,4176.65,0.77128,0.47346,0.9314,0.84859,0.86615,0.89666,0.66133,0.93735,0.51264,1.13898,0.0001586,0.0001586,0.0001586
95,4218.75,0.76652,0.47013,0.92946,0.84334,0.86727,0.89632,0.66163,0.93607,0.51237,1.14086,0.0001388,0.0001388,0.0001388
96,4260.93,0.76728,0.47303,0.93341,0.84691,0.8664,0.89529,0.6619,0.93247,0.5127,1.13411,0.000119,0.000119,0.000119
97,4303.07,0.76792,0.46922,0.931,0.84574,0.86764,0.89716,0.66237,0.93207,0.51295,1.13616,9.92e-05,9.92e-05,9.92e-05
98,4345.19,0.76085,0.46686,0.92684,0.84696,0.86623,0.89588,0.66254,0.9329,0.51271,1.13798,7.94e-05,7.94e-05,7.94e-05
99,4387.46,0.76073,0.46584,0.92553,0.84837,0.86397,0.89718,0.66415,0.9299,0.51072,1.13917,5.96e-05,5.96e-05,5.96e-05
100,4429.98,0.75623,0.46547,0.92553,0.8458,0.86553,0.89722,0.66429,0.93009,0.5105,1.14087,3.98e-05,3.98e-05,3.98e-05
