scenario_type,cars_N,cars_S,cars_E,cars_W,wait_N,wait_S,wait_E,wait_W,phase_flag,rush_flag,ped_flag,best_green_time
rush,8,10,13,2,200.0,303.0,124.0,4.0,0,1,0,15
rush,5,8,16,14,12.0,88.0,232.0,239.0,1,1,0,40
rush,15,14,3,7,515.0,521.0,4.0,45.0,0,1,0,35
rush,2,5,21,19,4.0,109.0,593.0,563.0,1,1,0,35
rush,11,12,7,2,313.0,347.0,128.0,2.0,0,1,0,40
rush,2,8,27,20,3.0,212.0,894.0,659.0,1,1,0,35
rush,9,10,9,3,274.0,246.0,48.0,7.0,0,1,0,15
rush,6,5,18,17,14.0,43.0,228.0,252.0,1,1,0,40
rush,15,13,7,2,522.0,525.0,70.0,24.0,0,1,0,40
rush,0,5,24,24,0.0,25.0,813.0,789.0,1,1,0,40
rush,8,11,5,8,194.0,286.0,18.0,86.0,0,1,0,20
rush,5,5,19,18,14.0,57.0,339.0,352.0,1,1,0,35
rush,16,13,10,2,424.0,356.0,71.0,4.0,0,1,0,40
rush,3,0,25,21,8.0,0.0,774.0,719.0,1,1,0,45
rush,12,11,3,6,376.0,331.0,6.0,78.0,0,1,0,35
rush,2,1,18,22,3.0,2.0,575.0,692.0,1,1,0,30
rush,8,11,15,1,204.0,273.0,253.0,2.0,0,1,0,15
rush,2,3,20,15,1.0,11.0,234.0,233.0,1,1,0,30
rush,14,12,5,2,354.0,356.0,17.0,3.0,0,1,0,50
rush,3,2,26,23,7.0,3.0,1092.0,911.0,1,1,0,40
rush,9,7,5,7,245.0,185.0,49.0,102.0,0,1,0,10
rush,4,1,15,17,12.0,1.0,160.0,184.0,1,1,0,30
rush,15,11,8,7,402.0,265.0,60.0,43.0,0,1,0,45
rush,0,3,28,24,0.0,6.0,1112.0,858.0,1,1,0,45
rush,7,11,10,3,142.0,337.0,142.0,7.0,0,1,0,25
rush,2,2,20,13,3.0,4.0,392.0,346.0,1,1,0,30
rush,11,12,8,2,237.0,297.0,40.0,1.0,0,1,0,25
rush,0,3,24,13,0.0,25.0,433.0,294.0,1,1,0,30
rush,13,13,6,8,306.0,323.0,20.0,107.0,0,1,0,45
rush,1,1,28,23,2.0,1.0,1076.0,839.0,1,1,0,40
rush,9,8,16,2,245.0,221.0,410.0,4.0,0,1,0,15
rush,8,3,20,7,95.0,25.0,277.0,138.0,1,1,0,30
rush,16,13,11,3,367.0,369.0,136.0,19.0,0,1,0,35
rush,6,8,27,13,18.0,219.0,859.0,329.0,1,1,0,40
rush,14,15,10,1,442.0,444.0,173.0,3.0,0,1,0,40
heavy,0,0,0,1,0.0,0.0,0.0,2.0,0,0,0,10
heavy,5,0,0,0,78.0,0.0,0.0,0.0,0,0,0,10
heavy,0,0,1,1,0.0,0.0,0.0,0.0,1,0,0,10
heavy,1,0,2,1,2.0,0.0,5.0,2.0,0,0,0,10
heavy,0,0,3,1,0.0,0.0,28.0,10.0,1,0,0,10
heavy,1,0,2,1,9.0,0.0,3.0,2.0,0,0,0,10
heavy,0,0,3,1,0.0,0.0,14.0,4.0,1,0,0,10
heavy,2,0,1,0,12.0,0.0,1.0,0.0,0,0,1,20
heavy,1,1,5,0,1.0,1.0,73.0,0.0,1,0,0,10
heavy,3,1,3,0,21.0,0.0,6.0,0.0,0,0,0,10
heavy,2,1,5,1,6.0,2.0,54.0,10.0,1,0,0,10
heavy,4,1,2,0,43.0,3.0,3.0,0.0,0,0,0,10
heavy,2,0,4,0,4.0,0.0,49.0,0.0,1,0,0,10
heavy,3,1,2,0,34.0,1.0,5.0,0.0,0,0,0,10
heavy,2,0,5,3,11.0,0.0,48.0,26.0,1,0,1,20
heavy,9,1,2,2,166.0,11.0,3.0,25.0,0,0,1,25
heavy,0,1,9,3,0.0,1.0,143.0,48.0,1,0,0,10
heavy,4,2,2,4,30.0,22.0,4.0,44.0,0,0,0,10
heavy,1,1,9,6,1.0,3.0,120.0,56.0,1,0,0,10
heavy,2,2,4,6,15.0,11.0,5.0,52.0,0,0,0,10
heavy,2,1,10,8,4.0,7.0,135.0,84.0,1,0,1,30
heavy,9,3,2,3,185.0,81.0,4.0,65.0,0,0,0,10
heavy,3,0,10,4,5.0,0.0,129.0,51.0,1,0,0,10
heavy,9,1,2,1,122.0,5.0,4.0,1.0,0,0,1,20
heavy,1,0,11,8,2.0,0.0,194.0,129.0,1,0,0,25
heavy,9,5,3,4,181.0,65.0,5.0,26.0,0,0,0,10
heavy,4,1,9,6,5.0,1.0,125.0,63.0,1,0,0,10
heavy,7,0,3,4,90.0,0.0,5.0,6.0,0,0,0,10
heavy,2,2,10,6,4.0,7.0,146.0,72.0,1,0,0,10
heavy,8,1,3,7,101.0,5.0,3.0,46.0,0,0,0,10
heavy,1,2,10,8,2.0,14.0,132.0,89.0,1,0,0,25
heavy,10,2,2,4,213.0,33.0,2.0,94.0,0,0,0,10
heavy,3,2,6,8,5.0,25.0,78.0,100.0,1,0,0,10
heavy,7,2,4,3,92.0,19.0,8.0,7.0,0,0,0,10
heavy,4,1,8,5,10.0,1.0,112.0,57.0,1,0,0,10
heavy,8,0,3,2,111.0,0.0,4.0,7.0,0,0,1,20
heavy,0,1,10,10,0.0,1.0,180.0,182.0,1,0,0,25
heavy,6,6,4,2,81.0,114.0,13.0,2.0,0,0,0,10
heavy,3,3,9,6,8.0,21.0,94.0,81.0,1,0,0,15
heavy,5,4,4,4,47.0,83.0,13.0,46.0,0,0,0,15
heavy,1,0,12,9,1.0,0.0,190.0,130.0,1,0,0,25
heavy,8,2,3,1,155.0,31.0,5.0,7.0,0,0,0,10
heavy,3,0,11,6,6.0,0.0,133.0,66.0,1,0,0,20
heavy,10,3,2,3,199.0,15.0,3.0,59.0,0,0,0,10
heavy,2,2,6,7,4.0,22.0,66.0,69.0,1,0,0,15
heavy,9,3,3,5,142.0,32.0,6.0,48.0,0,0,0,10
heavy,3,1,7,9,5.0,1.0,97.0,109.0,1,0,0,10
heavy,8,1,4,8,106.0,4.0,4.0,61.0,0,0,0,10
heavy,4,1,9,9,5.0,6.0,115.0,86.0,1,0,0,20
heavy,10,3,2,7,192.0,29.0,3.0,124.0,0,0,0,10
heavy,3,2,6,8,4.0,24.0,73.0,92.0,1,0,0,10
heavy,6,3,3,7,72.0,21.0,5.0,45.0,0,0,0,10
heavy,2,2,7,11,3.0,24.0,94.0,128.0,1,0,0,20
heavy,9,4,1,2,154.0,51.0,1.0,13.0,0,0,0,10
heavy,2,0,5,6,3.0,0.0,38.0,87.0,1,0,0,10
heavy,8,0,2,1,105.0,0.0,3.0,4.0,0,0,0,10
heavy,4,0,5,6,4.0,0.0,63.0,59.0,1,0,0,20
heavy,11,3,1,2,198.0,16.0,2.0,2.0,0,0,0,10
heavy,3,1,4,4,6.0,7.0,29.0,47.0,1,0,0,10
heavy,6,2,2,3,92.0,19.0,2.0,9.0,0,0,0,10
heavy,3,2,6,5,6.0,4.0,57.0,42.0,1,0,0,10
heavy,6,3,2,1,87.0,26.0,2.0,2.0,0,0,0,10
heavy,3,2,6,7,6.0,20.0,68.0,74.0,1,0,0,10
heavy,9,2,1,8,118.0,19.0,2.0,52.0,0,0,0,10
heavy,2,3,6,8,2.0,35.0,74.0,91.0,1,0,0,25
heavy,13,5,1,4,164.0,67.0,2.0,105.0,0,0,0,25
heavy,4,0,14,7,31.0,0.0,292.0,78.0,1,0,0,30
heavy,11,0,2,6,281.0,0.0,3.0,154.0,0,0,0,10
heavy,3,0,10,6,5.0,0.0,126.0,84.0,1,0,0,10
heavy,10,1,3,2,146.0,6.0,3.0,11.0,0,0,0,10
heavy,2,0,9,8,4.0,0.0,110.0,87.0,1,0,0,20
heavy,12,1,1,5,226.0,10.0,1.0,101.0,0,0,0,10
heavy,3,2,9,7,2.0,13.0,86.0,69.0,1,0,0,10
heavy,8,1,2,3,98.0,4.0,3.0,10.0,0,0,0,20
heavy,3,1,13,12,3.0,2.0,251.0,233.0,1,0,0,30
heavy,9,3,1,3,185.0,44.0,1.0,35.0,0,0,0,10
heavy,3,0,8,6,3.0,0.0,74.0,84.0,1,0,0,10
heavy,7,1,3,1,103.0,6.0,6.0,3.0,0,0,0,10
heavy,5,1,9,6,8.0,0.0,105.0,64.0,1,0,0,10
heavy,8,1,2,2,105.0,6.0,3.0,2.0,0,0,0,20
heavy,2,0,12,9,4.0,0.0,200.0,162.0,1,0,0,25
heavy,11,1,1,2,227.0,3.0,1.0,2.0,0,0,0,10
heavy,4,0,5,6,13.0,0.0,61.0,84.0,1,0,0,15
heavy,9,1,3,2,145.0,5.0,6.0,16.0,0,0,0,10
heavy,3,1,6,8,3.0,4.0,76.0,95.0,1,0,0,20
heavy,10,2,2,1,193.0,25.0,10.0,1.0,0,0,0,10
heavy,3,1,9,3,2.0,0.0,110.0,34.0,1,0,0,10
heavy,9,0,3,0,115.0,0.0,5.0,0.0,0,0,0,20
heavy,3,1,15,4,7.0,2.0,278.0,60.0,1,0,0,20
heavy,7,3,3,2,132.0,61.0,6.0,3.0,0,0,0,10
heavy,2,1,12,6,3.0,2.0,147.0,66.0,1,0,0,20
heavy,7,1,3,5,106.0,18.0,4.0,62.0,0,0,0,10
heavy,2,0,12,8,5.0,0.0,160.0,92.0,1,0,0,20
heavy,9,4,1,1,155.0,38.0,1.0,11.0,0,0,0,10
heavy,4,0,8,6,5.0,0.0,93.0,78.0,1,0,0,20
heavy,9,2,1,4,154.0,44.0,2.0,19.0,0,0,0,10
heavy,4,2,8,5,6.0,26.0,95.0,53.0,1,0,0,10
heavy,7,3,3,3,105.0,19.0,5.0,4.0,0,0,0,10
heavy,2,1,11,7,3.0,2.0,134.0,89.0,1,0,0,20
heavy,10,0,2,5,187.0,0.0,4.0,74.0,0,0,0,10
heavy,2,2,7,8,3.0,14.0,86.0,95.0,1,0,0,10
heavy,7,2,4,6,86.0,8.0,6.0,48.0,0,0,0,15
heavy,0,1,0,0,0.0,21.0,0.0,0.0,0,0,1,20
heavy,0,1,0,0,0.0,2.0,0.0,0.0,1,0,0,10
heavy,2,2,2,0,8.0,18.0,9.0,0.0,0,0,0,10
heavy,1,2,5,0,2.0,20.0,46.0,0.0,1,0,0,10
heavy,3,2,2,1,17.0,29.0,4.0,2.0,0,0,0,10
heavy,2,0,4,1,19.0,0.0,45.0,6.0,1,0,0,10
heavy,4,2,4,3,41.0,18.0,7.0,17.0,0,0,1,20
heavy,1,0,7,2,1.0,0.0,109.0,56.0,1,0,0,10
heavy,1,3,1,0,18.0,33.0,2.0,0.0,0,0,0,10
heavy,1,2,8,0,2.0,6.0,109.0,0.0,1,0,0,10
heavy,2,4,3,0,12.0,52.0,6.0,0.0,0,0,0,10
heavy,2,2,10,1,4.0,8.0,129.0,6.0,1,0,0,10
heavy,4,4,4,1,46.0,53.0,29.0,3.0,0,0,0,15
heavy,0,4,12,3,0.0,62.0,191.0,28.0,1,0,0,10
heavy,3,4,3,1,16.0,42.0,6.0,3.0,0,0,0,10
heavy,1,5,13,4,1.0,42.0,177.0,40.0,1,0,1,20
heavy,5,8,1,0,87.0,142.0,4.0,0.0,0,0,0,20
heavy,0,1,18,6,0.0,4.0,343.0,95.0,1,0,0,20
heavy,7,4,6,3,101.0,70.0,35.0,4.0,0,0,0,15
heavy,1,1,15,10,1.0,1.0,255.0,163.0,1,0,1,20
heavy,7,8,11,1,116.0,155.0,130.0,1.0,0,0,0,15
heavy,3,3,19,7,4.0,42.0,306.0,89.0,1,0,0,30
heavy,8,7,5,1,163.0,204.0,80.0,2.0,0,0,1,25
heavy,2,6,18,9,2.0,99.0,421.0,192.0,1,0,0,30
heavy,11,8,10,2,255.0,265.0,154.0,4.0,0,0,0,15
heavy,4,0,14,10,9.0,0.0,320.0,181.0,1,0,0,20
heavy,9,8,15,0,139.0,175.0,191.0,0.0,0,0,0,15
heavy,1,2,18,7,3.0,14.0,245.0,96.0,1,0,0,30
heavy,9,7,6,1,192.0,216.0,34.0,1.0,0,0,0,15
heavy,0,2,12,6,0.0,2.0,213.0,99.0,1,0,0,15
heavy,4,6,8,0,50.0,100.0,60.0,0.0,0,0,0,15
heavy,1,1,19,8,2.0,1.0,277.0,111.0,1,0,0,30
heavy,8,6,14,1,162.0,142.0,318.0,1.0,0,0,0,15
heavy,5,5,16,9,65.0,65.0,452.0,110.0,1,0,0,30
heavy,12,8,3,2,283.0,223.0,37.0,4.0,0,0,0,20
heavy,2,1,15,6,3.0,1.0,331.0,152.0,1,0,0,20
heavy,6,5,3,0,131.0,127.0,5.0,0.0,0,0,0,10
heavy,3,3,17,7,5.0,18.0,207.0,85.0,1,0,0,20
heavy,7,8,7,0,108.0,172.0,54.0,0.0,0,0,0,15
heavy,1,2,16,7,0.0,28.0,270.0,101.0,1,0,0,20
heavy,7,6,4,1,103.0,113.0,27.0,1.0,0,0,0,10
heavy,1,1,17,7,1.0,1.0,200.0,80.0,1,0,0,35
heavy,8,7,6,2,166.0,204.0,74.0,2.0,0,0,0,15
heavy,1,2,13,3,1.0,2.0,235.0,63.0,1,0,0,10
heavy,5,6,6,2,52.0,65.0,30.0,1.0,0,0,0,15
heavy,1,4,19,7,2.0,63.0,227.0,88.0,1,0,0,30
heavy,11,7,12,1,297.0,195.0,246.0,1.0,0,0,0,15
heavy,1,4,17,7,1.0,64.0,268.0,119.0,1,0,0,20
heavy,8,6,9,1,132.0,115.0,43.0,2.0,0,0,0,10
heavy,0,2,18,9,0.0,3.0,307.0,114.0,1,0,0,30
heavy,7,9,9,1,117.0,273.0,77.0,9.0,0,0,0,15
heavy,0,2,18,6,0.0,5.0,279.0,115.0,1,0,0,20
heavy,5,8,12,0,49.0,171.0,82.0,0.0,0,0,0,15
heavy,1,5,18,8,1.0,60.0,254.0,116.0,1,0,0,30
heavy,9,6,9,1,173.0,166.0,86.0,1.0,0,0,0,15
heavy,1,3,15,8,1.0,16.0,237.0,130.0,1,0,0,20
heavy,6,8,11,1,85.0,156.0,164.0,0.0,0,0,0,15
heavy,2,2,17,6,4.0,14.0,251.0,73.0,1,0,0,20
heavy,7,5,8,2,107.0,110.0,42.0,4.0,0,0,0,15
heavy,1,0,16,8,0.0,0.0,289.0,112.0,1,0,0,25
heavy,8,7,1,2,144.0,150.0,1.0,9.0,0,0,0,10
heavy,1,4,12,8,1.0,32.0,135.0,88.0,1,0,0,20
heavy,7,6,10,0,99.0,94.0,143.0,0.0,0,0,0,10
heavy,3,2,16,8,9.0,8.0,276.0,101.0,1,0,0,20
heavy,8,9,12,1,81.0,158.0,107.0,1.0,0,0,0,15
heavy,6,4,14,10,76.0,62.0,257.0,160.0,1,0,0,25
heavy,11,8,6,1,207.0,174.0,31.0,2.0,0,0,0,15
heavy,0,4,14,10,0.0,46.0,301.0,185.0,1,0,0,20
heavy,9,9,12,2,155.0,214.0,445.0,7.0,0,0,0,15
heavy,8,7,19,11,43.0,105.0,727.0,169.0,1,0,0,30
heavy,14,9,14,2,467.0,265.0,307.0,21.0,0,0,0,25
heavy,7,7,18,11,532.0,131.0,600.0,272.0,1,0,0,30
heavy,11,8,8,1,921.0,225.0,87.0,1.0,0,0,0,15
heavy,0,1,17,6,0.0,1.0,316.0,118.0,1,0,0,20
heavy,8,6,11,1,141.0,141.0,116.0,1.0,0,0,0,20
heavy,0,2,19,8,0.0,11.0,381.0,145.0,1,0,0,30
heavy,7,7,5,3,115.0,181.0,54.0,9.0,0,0,0,15
heavy,1,2,14,8,2.0,15.0,225.0,123.0,1,0,0,20
heavy,7,8,5,2,113.0,144.0,15.0,4.0,0,0,0,15
heavy,1,3,17,9,2.0,4.0,304.0,159.0,1,0,0,30
heavy,10,6,13,1,201.0,164.0,214.0,1.0,0,0,0,15
heavy,2,2,18,7,1.0,17.0,269.0,119.0,1,0,0,30
heavy,9,8,12,2,222.0,212.0,243.0,4.0,0,0,0,20
heavy,2,6,19,6,19.0,85.0,337.0,141.0,1,0,0,30
heavy,0,0,0,1,0.0,0.0,0.0,2.0,0,0,0,10
heavy,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,10
heavy,1,0,0,0,4.0,0.0,0.0,0.0,0,0,1,20
heavy,0,0,2,0,0.0,0.0,12.0,0.0,1,0,1,20
heavy,0,0,1,0,0.0,0.0,3.0,0.0,0,0,0,10
heavy,0,0,3,2,0.0,0.0,25.0,8.0,1,0,1,20
heavy,3,0,0,0,38.0,0.0,0.0,0.0,0,0,0,10
heavy,1,0,0,2,6.0,0.0,0.0,14.0,1,0,0,10
heavy,1,0,0,0,4.0,0.0,0.0,0.0,0,0,0,10
heavy,1,0,1,3,1.0,0.0,4.0,28.0,1,0,1,20
heavy,5,3,1,0,57.0,26.0,1.0,0.0,0,0,1,20
heavy,1,0,4,1,1.0,0.0,72.0,3.0,1,0,0,10
heavy,4,1,1,0,40.0,9.0,1.0,0.0,0,0,0,10
heavy,2,2,2,0,3.0,8.0,12.0,0.0,1,0,1,20
heavy,12,6,1,1,234.0,76.0,2.0,0.0,0,0,0,20
heavy,3,0,6,5,47.0,0.0,80.0,55.0,1,0,1,25
heavy,11,4,0,5,219.0,38.0,0.0,26.0,0,0,0,15
heavy,5,0,4,10,44.0,0.0,75.0,102.0,1,0,0,10
heavy,11,3,1,6,134.0,17.0,8.0,26.0,0,0,0,15
heavy,6,3,6,13,43.0,12.0,86.0,158.0,1,0,1,25
heavy,15,6,1,1,323.0,109.0,24.0,1.0,0,0,0,30
heavy,4,2,10,15,61.0,3.0,216.0,379.0,1,0,1,35
heavy,13,8,0,4,353.0,186.0,0.0,10.0,0,0,0,25
heavy,5,0,1,14,13.0,0.0,2.0,337.0,1,0,0,10
heavy,11,1,0,11,133.0,11.0,0.0,65.0,0,0,0,10
heavy,7,0,3,15,38.0,0.0,18.0,143.0,1,0,0,15
heavy,13,4,2,9,195.0,33.0,6.0,67.0,0,0,0,20
heavy,2,1,7,16,3.0,1.0,135.0,261.0,1,0,0,20
heavy,12,4,2,5,220.0,81.0,19.0,34.0,0,0,1,40
heavy,2,1,9,17,3.0,2.0,318.0,604.0,1,0,0,50
heavy,11,6,0,2,274.0,77.0,0.0,4.0,0,0,0,25
heavy,4,0,1,8,26.0,0.0,1.0,213.0,1,0,0,10
heavy,10,3,2,6,121.0,20.0,17.0,48.0,0,0,0,15
heavy,5,1,5,10,43.0,3.0,54.0,127.0,1,0,0,10
heavy,11,5,2,5,120.0,47.0,6.0,10.0,0,0,0,10
heavy,5,2,5,12,17.0,7.0,43.0,128.0,1,0,0,15
heavy,12,6,2,8,162.0,67.0,30.0,70.0,0,0,0,20
heavy,2,0,8,14,5.0,0.0,129.0,233.0,1,0,0,20
heavy,10,1,1,5,181.0,21.0,2.0,35.0,0,0,0,10
heavy,6,2,5,13,30.0,3.0,52.0,107.0,1,0,0,15
heavy,12,4,2,9,193.0,24.0,4.0,72.0,0,0,0,10
heavy,3,2,5,13,7.0,4.0,50.0,120.0,1,0,0,15
heavy,13,4,2,2,219.0,44.0,4.0,8.0,0,0,0,25
heavy,0,0,6,16,0.0,0.0,108.0,336.0,1,0,0,30
heavy,12,6,0,1,304.0,93.0,0.0,1.0,0,0,0,25
heavy,6,1,5,13,99.0,2.0,77.0,300.0,1,0,0,20
heavy,11,1,2,1,210.0,24.0,19.0,2.0,0,0,0,20
heavy,1,0,7,12,2.0,0.0,123.0,230.0,1,0,0,15
heavy,10,4,3,0,177.0,28.0,9.0,0.0,0,0,0,20
heavy,6,0,5,11,105.0,0.0,86.0,202.0,1,0,0,15
heavy,10,0,2,2,134.0,0.0,6.0,14.0,0,0,0,20
heavy,1,2,7,12,2.0,2.0,112.0,220.0,1,0,0,15
heavy,8,4,4,3,118.0,35.0,66.0,11.0,0,0,0,10
heavy,5,2,6,12,8.0,3.0,56.0,120.0,1,0,0,15
heavy,9,6,2,7,139.0,107.0,6.0,58.0,0,0,0,10
heavy,4,0,6,11,12.0,0.0,80.0,101.0,1,0,0,15
heavy,14,2,1,1,247.0,13.0,11.0,3.0,0,0,0,20
heavy,1,0,8,14,2.0,0.0,137.0,262.0,1,0,0,45
heavy,13,9,0,2,544.0,306.0,0.0,4.0,0,0,0,35
heavy,3,0,2,12,5.0,0.0,17.0,350.0,1,0,0,10
heavy,9,2,0,10,116.0,16.0,0.0,69.0,0,0,0,15
heavy,5,0,3,16,26.0,0.0,21.0,199.0,1,0,0,20
heavy,14,6,4,0,277.0,87.0,7.0,0.0,0,0,0,30
heavy,5,1,10,11,77.0,4.0,213.0,265.0,1,0,0,35
heavy,13,4,1,4,356.0,34.0,2.0,18.0,0,0,0,25
heavy,4,1,3,14,11.0,1.0,68.0,287.0,1,0,0,15
heavy,10,4,3,7,202.0,37.0,37.0,34.0,0,0,0,10
heavy,10,2,6,13,62.0,19.0,54.0,128.0,1,0,0,15
heavy,15,7,1,3,215.0,94.0,1.0,11.0,0,0,0,35
heavy,4,0,6,16,8.0,0.0,164.0,452.0,1,0,0,25
heavy,11,1,0,2,279.0,4.0,0.0,2.0,0,0,0,10
heavy,5,2,2,11,11.0,5.0,20.0,112.0,1,0,0,15
heavy,15,3,2,2,270.0,26.0,17.0,9.0,0,0,0,25
heavy,5,1,6,15,54.0,1.0,124.0,323.0,1,0,0,35
heavy,15,3,2,5,408.0,109.0,3.0,23.0,0,0,0,20
heavy,2,1,1,13,3.0,23.0,30.0,204.0,1,0,0,10
heavy,9,3,1,9,112.0,19.0,4.0,43.0,0,0,0,10
heavy,4,0,4,16,13.0,0.0,35.0,155.0,1,0,0,20
heavy,10,9,0,9,153.0,187.0,0.0,61.0,0,0,0,15
heavy,8,2,6,12,77.0,4.0,94.0,140.0,1,0,0,15
heavy,14,3,3,10,228.0,52.0,15.0,96.0,0,0,0,25
heavy,2,1,7,16,3.0,1.0,127.0,323.0,1,0,0,35
heavy,11,11,1,4,432.0,246.0,2.0,29.0,0,0,0,30
heavy,2,0,5,14,1.0,0.0,88.0,372.0,1,0,0,20
heavy,0,0,1,0,0.0,0.0,12.0,0.0,0,0,0,10
heavy,1,4,0,0,27.0,67.0,0.0,0.0,0,0,0,10
heavy,0,0,0,1,0.0,0.0,0.0,0.0,1,0,1,20
heavy,1,1,1,0,10.0,14.0,3.0,0.0,0,0,1,20
heavy,1,2,2,1,1.0,2.0,22.0,24.0,1,0,0,10
heavy,1,3,1,0,14.0,14.0,2.0,0.0,0,0,0,10
heavy,1,1,2,0,3.0,2.0,10.0,0.0,1,0,0,10
heavy,1,3,0,1,7.0,18.0,0.0,1.0,0,0,1,20
heavy,1,1,2,5,2.0,1.0,13.0,58.0,1,0,0,10
heavy,2,2,0,0,28.0,16.0,0.0,0.0,0,0,0,10
heavy,0,4,2,1,0.0,7.0,9.0,4.0,1,0,0,10
heavy,1,6,1,0,8.0,83.0,2.0,0.0,0,0,0,10
heavy,1,2,2,2,13.0,3.0,6.0,12.0,1,0,0,10
heavy,1,9,0,2,4.0,127.0,0.0,4.0,0,0,0,10
heavy,1,4,1,4,4.0,7.0,4.0,46.0,1,0,0,10
heavy,4,8,0,2,31.0,110.0,0.0,2.0,0,0,0,10
heavy,1,3,2,5,0.0,8.0,15.0,58.0,1,0,0,15
heavy,3,10,1,1,18.0,168.0,2.0,3.0,0,0,1,20
heavy,1,1,7,5,3.0,3.0,111.0,58.0,1,0,0,10
heavy,3,8,4,2,21.0,93.0,6.0,3.0,0,0,0,10
heavy,1,3,4,5,2.0,4.0,51.0,57.0,1,0,0,10
heavy,4,11,2,1,35.0,146.0,3.0,1.0,0,0,1,25
heavy,0,2,7,8,0.0,2.0,109.0,168.0,1,0,0,10
heavy,4,9,3,2,18.0,93.0,6.0,3.0,0,0,1,20
heavy,0,1,9,7,0.0,1.0,169.0,110.0,1,0,0,10
heavy,2,4,5,4,21.0,40.0,18.0,6.0,0,0,0,10
heavy,1,1,7,7,0.0,2.0,99.0,106.0,1,0,0,10
heavy,4,4,3,7,35.0,41.0,5.0,54.0,0,0,0,10
heavy,1,2,5,8,1.0,5.0,54.0,88.0,1,0,0,10
heavy,4,7,1,3,45.0,75.0,3.0,5.0,0,0,0,10
heavy,1,5,5,6,2.0,16.0,46.0,72.0,1,0,0,10
heavy,4,10,2,3,34.0,124.0,6.0,11.0,0,0,1,25
heavy,2,2,7,9,4.0,4.0,128.0,164.0,1,0,0,10
heavy,6,7,2,2,57.0,89.0,4.0,3.0,0,0,0,10
heavy,2,3,3,9,4.0,4.0,30.0,120.0,1,0,0,10
heavy,5,11,3,7,53.0,143.0,3.0,55.0,0,0,0,10
heavy,1,3,4,9,2.0,5.0,48.0,99.0,1,0,0,20
heavy,5,14,1,2,73.0,313.0,15.0,3.0,0,0,0,25
heavy,2,3,10,6,38.0,4.0,201.0,110.0,1,0,0,10
heavy,5,9,4,3,42.0,113.0,5.0,4.0,0,0,0,10
heavy,2,3,7,4,3.0,8.0,91.0,49.0,1,0,0,10
heavy,6,9,2,3,63.0,123.0,4.0,5.0,0,0,0,10
heavy,2,7,5,6,3.0,25.0,69.0,73.0,1,0,0,10
heavy,3,12,2,3,30.0,134.0,3.0,5.0,0,0,0,10
heavy,1,2,6,8,0.0,2.0,68.0,101.0,1,0,0,10
heavy,3,11,8,1,28.0,148.0,71.0,2.0,0,0,0,20
heavy,2,1,12,8,12.0,1.0,180.0,151.0,1,0,0,25
heavy,8,10,2,2,180.0,207.0,3.0,2.0,0,0,0,25
heavy,2,5,2,8,3.0,20.0,32.0,154.0,1,0,0,20
heavy,5,11,2,3,102.0,194.0,24.0,6.0,0,0,0,10
heavy,1,5,4,6,2.0,8.0,29.0,71.0,1,0,0,10
heavy,4,12,2,5,47.0,176.0,5.0,27.0,0,0,0,10
heavy,4,2,4,6,34.0,4.0,46.0,39.0,1,0,0,15
heavy,6,12,0,2,69.0,173.0,0.0,3.0,0,0,0,25
heavy,0,2,8,9,0.0,4.0,146.0,159.0,1,0,0,20
heavy,1,12,0,1,20.0,226.0,0.0,1.0,0,0,0,10
heavy,2,2,4,6,8.0,4.0,20.0,66.0,1,0,0,10
heavy,4,8,1,4,30.0,110.0,2.0,15.0,0,0,0,10
heavy,3,5,5,9,4.0,42.0,46.0,107.0,1,0,0,10
heavy,3,13,3,5,15.0,152.0,9.0,21.0,0,0,0,10
heavy,2,3,6,12,2.0,4.0,53.0,171.0,1,0,0,25
heavy,5,16,0,1,55.0,407.0,0.0,1.0,0,0,0,35
heavy,2,1,7,7,2.0,1.0,130.0,160.0,1,0,0,10
heavy,3,4,2,2,29.0,55.0,2.0,5.0,0,0,0,10
heavy,2,3,3,5,1.0,29.0,33.0,53.0,1,0,0,10
heavy,2,6,2,2,18.0,66.0,8.0,5.0,0,0,0,10
heavy,2,2,5,7,10.0,3.0,45.0,82.0,1,0,0,20
heavy,5,13,4,2,53.0,249.0,49.0,4.0,0,0,0,30
heavy,1,3,10,10,1.0,4.0,234.0,226.0,1,0,0,30
heavy,7,10,2,0,151.0,280.0,4.0,0.0,0,0,0,20
heavy,2,4,4,3,4.0,7.0,108.0,52.0,1,0,0,10
heavy,5,10,2,1,77.0,123.0,2.0,3.0,0,0,0,10
heavy,2,3,3,8,2.0,4.0,39.0,89.0,1,0,0,10
heavy,6,8,3,6,68.0,106.0,5.0,30.0,0,0,0,10
heavy,2,5,2,10,3.0,20.0,13.0,119.0,1,0,0,10
heavy,4,11,2,2,28.0,158.0,1.0,3.0,0,0,0,10
heavy,2,9,5,8,3.0,50.0,59.0,99.0,1,0,0,20
heavy,4,18,0,2,30.0,343.0,0.0,5.0,0,0,0,35
heavy,2,1,5,12,3.0,2.0,122.0,332.0,1,0,0,25
heavy,5,4,0,2,87.0,67.0,0.0,5.0,0,0,0,10
heavy,2,2,3,5,3.0,5.0,9.0,57.0,1,0,0,10
heavy,6,7,3,2,81.0,86.0,5.0,3.0,0,0,0,10
