epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,13647.2,0.88813,0.52441,1.02266,0.88668,0.89807,0.92851,0.67929,1.06817,0.57924,1.17304,0.0002972,0.0002972,0.0002972
88,13805,0.89181,0.52264,1.02636,0.88612,0.88946,0.92858,0.68199,1.06552,0.58051,1.1681,0.0002774,0.0002774,0.0002774
89,13960.1,0.88521,0.51949,1.02113,0.88294,0.89543,0.92763,0.68106,1.06515,0.58985,1.17199,0.0002576,0.0002576,0.0002576
90,14116.1,0.88489,0.51262,1.01607,0.88735,0.89344,0.92934,0.68262,1.06377,0.58432,1.16803,0.0002378,0.0002378,0.0002378
91,14273.2,0.87807,0.495,1.00967,0.88899,0.89531,0.92943,0.68201,1.06022,0.58353,1.16479,0.000218,0.000218,0.000218
92,14421.5,0.87347,0.48936,1.01078,0.89071,0.89381,0.92999,0.68149,1.06181,0.5768,1.16756,0.0001982,0.0001982,0.0001982
93,14567.4,0.86515,0.49067,1.00943,0.88938,0.89145,0.93036,0.68265,1.05951,0.57499,1.16631,0.0001784,0.0001784,0.0001784
94,14714.3,0.86293,0.48377,1.00272,0.8921,0.89107,0.93073,0.68441,1.05508,0.56795,1.16163,0.0001586,0.0001586,0.0001586
95,14862.8,0.86184,0.48313,1.00563,0.88793,0.8907,0.92911,0.68364,1.05596,0.57222,1.16589,0.0001388,0.0001388,0.0001388
96,15010.9,0.85985,0.48594,1.00611,0.88893,0.89369,0.93091,0.68617,1.05196,0.56214,1.15696,0.000119,0.000119,0.000119
97,15160,0.85686,0.48228,1.00249,0.89004,0.89377,0.93072,0.68338,1.05454,0.56598,1.16078,9.92e-05,9.92e-05,9.92e-05
98,15310,0.85117,0.48162,1.00501,0.8917,0.89132,0.93035,0.68453,1.05201,0.56445,1.1612,7.94e-05,7.94e-05,7.94e-05
99,15461.1,0.84877,0.47753,0.99641,0.89032,0.89132,0.92912,0.68322,1.05196,0.5664,1.16385,5.96e-05,5.96e-05,5.96e-05
100,15610.5,0.84694,0.47741,1.00065,0.88994,0.89219,0.92956,0.68271,1.05206,0.5626,1.1641,3.98e-05,3.98e-05,3.98e-05
