epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,1724.81,0.91156,0.58521,0.99019,0.83046,0.85169,0.88388,0.63253,0.993,0.5577,1.15607,0.000614,0.000614,0.000614
37,1773.99,0.90214,0.57854,0.98547,0.83601,0.85401,0.89018,0.63906,0.9747,0.54045,1.14291,0.0005744,0.0005744,0.0005744
38,1823.77,0.89596,0.56773,0.98032,0.83827,0.84724,0.88921,0.63935,0.98061,0.54618,1.14921,0.0005348,0.0005348,0.0005348
39,1871.48,0.89517,0.57053,0.97799,0.83926,0.84831,0.88851,0.64002,0.97546,0.54102,1.14602,0.0004952,0.0004952,0.0004952
40,1921.08,0.88427,0.56744,0.98069,0.84103,0.84779,0.88856,0.64309,0.97503,0.55084,1.14738,0.0004556,0.0004556,0.0004556
41,1969.24,0.8666,0.54476,0.96799,0.83776,0.84682,0.88606,0.63833,0.96799,0.53594,1.14047,0.000416,0.000416,0.000416
42,2014.52,0.85305,0.53354,0.966,0.84513,0.84402,0.88822,0.64202,0.97193,0.53909,1.1465,0.0003764,0.0003764,0.0003764
43,2060.84,0.84816,0.53077,0.96246,0.83839,0.84992,0.88726,0.63873,0.96819,0.5476,1.14849,0.0003368,0.0003368,0.0003368
44,2105.6,0.84842,0.52723,0.96017,0.844,0.85422,0.89244,0.64603,0.96407,0.53289,1.13845,0.0002972,0.0002972,0.0002972
45,2150.08,0.83185,0.51886,0.95415,0.84071,0.85427,0.8903,0.64651,0.96115,0.52888,1.13843,0.0002576,0.0002576,0.0002576
46,2193.58,0.83237,0.51588,0.95717,0.84682,0.8475,0.89106,0.6503,0.95688,0.53146,1.13051,0.000218,0.000218,0.000218
47,2238.18,0.82025,0.50945,0.95251,0.8505,0.84674,0.89336,0.65243,0.94615,0.52717,1.12895,0.0001784,0.0001784,0.0001784
48,2283.14,0.81487,0.50711,0.94813,0.84558,0.8545,0.89299,0.651,0.94505,0.52233,1.13219,0.0001388,0.0001388,0.0001388
49,2327.01,0.80685,0.50187,0.94816,0.84588,0.85432,0.89605,0.65641,0.94053,0.51671,1.13152,9.92e-05,9.92e-05,9.92e-05
50,2371.25,0.80863,0.50399,0.94438,0.85279,0.8488,0.89522,0.65585,0.93935,0.51994,1.13129,5.96e-05,5.96e-05,5.96e-05
