epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,643.471,1.06932,0.88892,1.09213,0.37822,0.53736,0.40186,0.27607,1.1625,0.81362,1.19592,0.00030325,0.00030325,0.00030325
28,664.609,1.05808,0.88766,1.10353,0.45573,0.46736,0.40828,0.28125,1.13311,0.80128,1.18276,0.000290875,0.000290875,0.000290875
29,684.228,1.011,0.84859,1.08613,0.32644,0.59224,0.44942,0.31653,1.14624,0.81416,1.18703,0.0002785,0.0002785,0.0002785
30,706.326,1.02202,0.84753,1.08791,0.33321,0.57843,0.44318,0.31166,1.13459,0.82756,1.17683,0.000266125,0.000266125,0.000266125
31,726.417,1.03782,0.84116,1.09984,0.39768,0.43458,0.37189,0.2438,1.17739,0.80926,1.19772,0.00025375,0.00025375,0.00025375
32,747.982,1.01109,0.82869,1.07736,0.42008,0.41185,0.43475,0.31131,1.17369,0.82175,1.20899,0.000241375,0.000241375,0.000241375
33,768.251,1.01914,0.8193,1.07786,0.55038,0.39745,0.44439,0.31833,1.14824,0.81794,1.18087,0.000229,0.000229,0.000229
34,790.082,1.01716,0.80259,1.08542,0.5077,0.40081,0.37676,0.25468,1.16266,0.81237,1.18673,0.000216625,0.000216625,0.000216625
35,810.248,1.03618,0.85128,1.09691,0.41878,0.40345,0.41975,0.27953,1.1815,0.79434,1.19075,0.00020425,0.00020425,0.00020425
36,832.35,1.00596,0.78811,1.0732,0.38942,0.50185,0.38785,0.26639,1.14547,0.82402,1.18113,0.000191875,0.000191875,0.000191875
37,852.989,0.996,0.78748,1.07201,0.28006,0.46351,0.35243,0.23437,1.14698,0.81152,1.1945,0.0001795,0.0001795,0.0001795
38,874.051,0.997,0.79128,1.05998,0.27888,0.56994,0.3946,0.27169,1.1426,0.80473,1.18804,0.000167125,0.000167125,0.000167125
39,894.825,0.99308,0.76935,1.06628,0.32955,0.58467,0.44617,0.31797,1.15647,0.78613,1.19305,0.00015475,0.00015475,0.00015475
40,916.374,0.95965,0.76466,1.05297,0.32786,0.544,0.38343,0.26725,1.1324,0.79047,1.18766,0.000142375,0.000142375,0.000142375
41,939.303,0.98467,0.77186,1.04754,0.36501,0.54754,0.3962,0.27558,1.15404,0.82558,1.20202,0.00013,0.00013,0.00013
42,960.796,0.94981,0.73595,1.0374,0.39087,0.54168,0.44857,0.31549,1.15534,0.80837,1.20836,0.000117625,0.000117625,0.000117625
43,980.094,0.93161,0.72982,1.02357,0.33629,0.60827,0.40403,0.27446,1.15195,0.79971,1.20165,0.00010525,0.00010525,0.00010525
44,1001.18,0.94229,0.7251,1.03838,0.34759,0.5752,0.41027,0.27868,1.13738,0.78187,1.19717,9.2875e-05,9.2875e-05,9.2875e-05
45,1021.28,0.93022,0.69967,1.03773,0.35355,0.56961,0.45088,0.32263,1.14159,0.77917,1.18969,8.05e-05,8.05e-05,8.05e-05
46,1041.72,0.91507,0.68465,1.02313,0.33668,0.56883,0.41001,0.28437,1.1308,0.78607,1.1936,6.8125e-05,6.8125e-05,6.8125e-05
47,1062.65,0.91954,0.69956,1.02054,0.36174,0.57267,0.40908,0.28582,1.13872,0.79467,1.19162,5.575e-05,5.575e-05,5.575e-05
48,1081.96,0.90764,0.68835,1.01874,0.37504,0.54754,0.40645,0.28404,1.14155,0.79217,1.19365,4.3375e-05,4.3375e-05,4.3375e-05
49,1102.94,0.90503,0.66905,1.01574,0.3672,0.57499,0.40843,0.28242,1.1361,0.79214,1.19549,3.1e-05,3.1e-05,3.1e-05
50,1122.1,0.91385,0.68388,1.02105,0.36395,0.56097,0.4132,0.28539,1.13675,0.78074,1.19445,1.8625e-05,1.8625e-05,1.8625e-05
